TransactionID,CustomerID,PurchaseDate,Age,Gender,Location,ProductCategory,Quantity,UnitPrice,PaymentMethod,DiscountPercent,ShippingCost,CustomerRating,ChurnStatus,TotalAmount
TXN10616,CUST373,2026-02-09,42.0,Male,Pune,Beauty,4,3850.62,Wallet,5,184.28,3.0,Yes,14816.636
TXN10617,CUST469,2026-01-02,37.0,Female,Mumbai,Electronics,1,3746.75,Credit Card,10,22.81,3.0,No,3394.885
TXN10618,CUST162,2026-03-22,35.0,Female,Delhi,Home,9,4526.37,Credit Card,10,135.67,3.0,No,36799.267
TXN10619,CUST184,2026-06-18,64.0,Male,Delhi,Electronics,4,141.58,Credit Card,0,33.26,3.0,Yes,599.58
TXN10620,CUST468,2026-01-12,35.0,Female,Hyderabad,Fashion,3,1161.75,UPI,5,21.16,3.0,Yes,3332.1475
TXN10621,CUST317,2026-06-12,19.0,Male,Bangalore,Fashion,6,4153.21,COD,20,47.12,1.0,No,19982.528
TXN10622,CUST442,2026-03-06,27.0,Male,Pune,Beauty,1,3385.84,Credit Card,10,96.12,3.0,No,3143.376
TXN10623,CUST497,2026-02-24,62.0,Male,Mumbai,Electronics,5,4482.51,COD,10,164.42,5.0,Yes,20335.715
TXN10624,CUST287,2026-02-14,67.0,Female,Delhi,Beauty,7,380.18,Credit Card,20,70.72,3.0,Yes,2199.728
TXN10625,CUST119,2026-04-11,64.0,Female,Hyderabad,Home,2,3025.12,Credit Card,5,132.62,3.0,Yes,5880.347999999999
TXN10626,CUST277,2026-03-03,29.0,Female,Bangalore,Fashion,9,2888.33,UPI,0,94.01,4.0,Yes,26088.98
TXN10627,CUST200,2026-02-18,64.0,Male,Bangalore,Electronics,6,274.8,UPI,10,62.18,2.0,Yes,1546.1000000000004
TXN10628,CUST496,2026-05-07,30.0,Male,Mumbai,Electronics,2,2616.26,Credit Card,0,112.56,3.0,No,5345.080000000001
TXN10629,CUST333,2026-06-02,67.0,Male,Delhi,Electronics,8,3086.65,Credit Card,5,163.54,5.0,Yes,23622.08
TXN10630,CUST176,2026-01-23,64.0,Female,Mumbai,Electronics,8,1037.34,Credit Card,20,169.85,1.0,Yes,6808.826
TXN10631,CUST365,2026-06-01,43.0,Male,Mumbai,Electronics,1,1439.31,COD,0,172.37,3.0,No,1611.6799999999998
TXN10632,CUST384,2026-02-07,36.0,Male,Hyderabad,Electronics,1,3237.7,Credit Card,5,80.94,1.0,No,3156.755
TXN10633,CUST306,2026-01-28,52.0,Female,Hyderabad,Fashion,1,2394.67,COD,0,162.82,4.0,Yes,2557.49
TXN10634,CUST323,2026-01-21,56.0,Male,Bangalore,Home,4,4304.27,UPI,0,58.19,3.0,No,17275.27
TXN10635,CUST484,2026-04-17,43.0,Male,Hyderabad,Home,4,1777.67,COD,10,152.92,1.0,Yes,6552.532
TXN10636,CUST152,2026-05-26,43.0,Female,Pune,Beauty,8,1406.63,Credit Card,0,190.71,3.0,Yes,11443.75
TXN10637,CUST439,2026-06-13,31.0,Female,Bangalore,Fashion,1,4925.84,UPI,10,22.47,3.0,No,4455.726000000001
TXN10638,CUST467,2026-04-09,62.0,Male,Bangalore,Electronics,3,4564.57,Wallet,5,99.27,3.0,Yes,13108.294499999998
TXN10639,CUST244,2026-06-22,61.0,Female,Hyderabad,Electronics,1,242.06,UPI,5,136.6,5.0,No,366.557
TXN10640,CUST473,2026-04-29,41.0,Male,Pune,Beauty,9,3876.57,Wallet,10,146.32,3.0,Yes,31546.537000000004
TXN10641,CUST169,2026-03-14,58.0,Female,Delhi,Beauty,9,640.64,COD,20,51.7,1.0,Yes,4664.308
TXN10642,CUST199,2026-05-02,43.0,Male,Pune,Electronics,7,234.68,UPI,0,194.99,5.0,No,1837.75
TXN10643,CUST496,2026-01-30,68.0,Female,Delhi,Electronics,8,1441.11,UPI,5,130.75,1.0,Yes,11083.185999999998
TXN10644,CUST125,2026-04-18,60.0,Male,Pune,Fashion,1,1419.79,UPI,5,49.58,2.0,Yes,1398.3804999999998
TXN10645,CUST479,2026-04-08,39.0,Female,Mumbai,Beauty,5,4114.66,COD,20,23.69,2.0,Yes,16482.329999999998
TXN10646,CUST153,2026-02-01,40.0,Female,Pune,Fashion,2,3582.27,Credit Card,5,160.99,5.0,No,6967.303
TXN10647,CUST251,2026-06-05,36.0,Female,Hyderabad,Electronics,1,4909.89,COD,10,34.35,2.0,No,4453.251000000001
TXN10648,CUST244,2026-06-21,35.0,Female,Hyderabad,Electronics,3,3586.41,UPI,20,45.39,2.0,Yes,8652.774
TXN10649,CUST157,2026-03-20,29.0,Female,Hyderabad,Electronics,7,2149.45,Credit Card,5,123.47,3.0,Yes,14417.312499999996
TXN10650,CUST139,2026-02-10,45.0,Female,Delhi,Electronics,1,3524.75,UPI,20,128.63,1.0,Yes,2948.4300000000003
TXN10651,CUST209,2026-03-04,45.0,Female,Bangalore,Beauty,2,4997.35,UPI,20,143.64,2.0,Yes,8139.4000000000015
TXN10652,CUST281,2026-01-23,50.0,Male,Hyderabad,Electronics,2,3579.7,Wallet,5,90.83,5.0,Yes,6892.259999999999
TXN10653,CUST142,2026-04-14,36.0,Male,Hyderabad,Beauty,4,3832.24,UPI,5,159.3,3.0,No,14721.811999999998
TXN10654,CUST286,2026-03-16,45.0,Female,Hyderabad,Electronics,3,4697.99,COD,5,195.38,2.0,Yes,13584.651499999998
TXN10655,CUST498,2026-02-17,69.0,Female,Delhi,Beauty,3,656.89,COD,20,68.8,3.0,Yes,1645.336
TXN10656,CUST323,2026-06-09,66.0,Male,Hyderabad,Electronics,5,3553.44,COD,10,146.55,5.0,Yes,16137.03
TXN10657,CUST222,2026-02-26,54.0,Male,Hyderabad,Beauty,3,4268.95,Credit Card,10,187.12,1.0,No,11713.285
TXN10658,CUST233,2026-04-28,43.0,Female,Delhi,Fashion,7,4776.46,Wallet,0,143.53,3.0,Yes,33578.75
TXN10659,CUST263,2026-04-10,52.0,Male,Hyderabad,Beauty,5,1133.75,Wallet,5,142.6,2.0,Yes,5527.9125
TXN10660,CUST315,2026-05-04,43.0,Male,Bangalore,Fashion,4,2569.25,UPI,10,60.28,5.0,Yes,9309.580000000002
TXN10661,CUST321,2026-06-10,52.0,Female,Mumbai,Fashion,3,3434.72,UPI,0,116.32,3.0,Yes,10420.48
TXN10662,CUST335,2026-06-01,57.0,Female,Hyderabad,Electronics,4,1312.59,Wallet,0,121.25,5.0,Yes,5371.61
TXN10663,CUST431,2026-06-16,33.0,Female,Bangalore,Fashion,2,3042.32,Credit Card,5,146.02,4.0,No,5926.428000000001
TXN10664,CUST246,2026-02-03,55.0,Male,Bangalore,Home,1,1362.14,COD,0,199.43,3.0,Yes,1561.5700000000002
TXN10665,CUST339,2026-06-05,30.0,Female,Mumbai,Fashion,3,1733.94,UPI,10,26.06,5.0,Yes,4707.698
TXN10666,CUST176,2026-06-14,40.0,Female,Hyderabad,Beauty,2,2263.44,Wallet,0,31.74,3.0,Yes,4558.62
TXN10667,CUST109,2026-01-07,39.0,Male,Bangalore,Fashion,1,2693.03,Credit Card,0,34.03,4.0,Yes,2727.0600000000004
TXN10668,CUST174,2026-06-14,33.0,Female,Hyderabad,Beauty,1,2301.89,COD,10,153.74,1.0,Yes,2225.441
TXN10669,CUST353,2026-02-25,45.0,Male,Mumbai,Beauty,2,2516.66,UPI,0,44.54,1.0,Yes,5077.86
TXN10670,CUST330,2026-03-06,65.0,Male,Hyderabad,Home,9,1563.08,COD,0,132.04,3.0,Yes,14199.76
TXN10671,CUST107,2026-02-16,52.0,Male,Pune,Fashion,5,878.93,COD,20,78.44,3.0,Yes,3594.16
TXN10672,CUST274,2026-05-28,62.0,Male,Delhi,Fashion,9,332.01,Wallet,0,102.32,4.0,Yes,3090.4100000000003
TXN10673,CUST241,2026-01-19,63.0,Male,Hyderabad,Electronics,8,1060.3,Wallet,0,58.82,5.0,Yes,8541.22
TXN10674,CUST268,2026-06-06,25.0,Male,Mumbai,Electronics,6,2951.52,COD,20,175.9,3.0,Yes,14343.196
TXN10675,CUST270,2026-05-26,43.0,Female,Delhi,Electronics,1,3951.97,COD,20,125.51,3.0,No,3287.086
TXN10676,CUST493,2026-06-12,39.0,Female,Pune,Beauty,5,929.31,UPI,20,190.02,3.0,Yes,3907.26
TXN10677,CUST383,2026-06-20,38.0,Female,Bangalore,Home,1,631.92,Credit Card,5,123.43,3.0,Yes,723.7539999999999
TXN10678,CUST222,2026-05-06,43.0,Male,Bangalore,Electronics,7,3771.52,Credit Card,5,42.3,1.0,Yes,25122.907999999996
TXN10679,CUST294,2026-05-19,57.0,Female,Hyderabad,Fashion,8,1595.28,COD,10,50.76,5.0,Yes,11536.776
TXN10680,CUST105,2026-02-18,38.0,Male,Mumbai,Electronics,8,4762.35,Wallet,0,198.03,4.0,Yes,38296.83
TXN10681,CUST129,2026-04-23,42.0,Female,Mumbai,Home,7,3600.16,Credit Card,10,150.6,1.0,Yes,22831.608
TXN10682,CUST265,2026-02-07,58.0,Male,Hyderabad,Fashion,2,1701.1,COD,5,28.87,3.0,Yes,3260.96
TXN10683,CUST439,2026-03-05,18.0,Female,Delhi,Fashion,5,1518.76,Wallet,0,146.68,2.0,Yes,7740.48
TXN10684,CUST236,2026-03-10,23.0,Male,Bangalore,Beauty,4,2666.12,UPI,0,94.19,3.0,Yes,10758.67
TXN10685,CUST465,2026-05-16,40.0,Female,Bangalore,Beauty,5,487.81,Credit Card,20,75.3,2.0,Yes,2026.54
TXN10686,CUST421,2026-06-11,68.0,Male,Mumbai,Electronics,9,676.61,UPI,5,47.73,3.0,Yes,5832.745499999999
TXN10687,CUST442,2026-06-25,40.0,Female,Mumbai,Electronics,4,961.7,Wallet,0,171.18,1.0,Yes,4017.98
TXN10688,CUST245,2026-04-26,60.0,Male,Hyderabad,Fashion,8,3896.15,COD,20,31.49,3.0,Yes,24966.85
TXN10689,CUST427,2026-03-06,60.0,Female,Pune,Fashion,8,2617.9,UPI,0,72.17,4.0,No,21015.37
TXN10690,CUST317,2026-01-31,40.0,Female,Delhi,Electronics,2,151.78,COD,5,75.15,5.0,Yes,363.532
TXN10691,CUST401,2026-05-12,49.0,Female,Hyderabad,Electronics,6,3400.23,Credit Card,10,48.96,2.0,Yes,18410.202
TXN10692,CUST232,2026-04-23,47.0,Male,Pune,Fashion,5,2176.08,UPI,10,111.47,5.0,No,9903.83
TXN10693,CUST392,2026-04-19,30.0,Male,Pune,Home,2,2603.18,Credit Card,0,22.11,3.0,Yes,5228.469999999999
TXN10694,CUST170,2026-06-27,60.0,Male,Mumbai,Fashion,4,1149.17,Credit Card,20,74.18,1.0,No,3751.524
TXN10695,CUST352,2026-03-10,35.0,Male,Mumbai,Home,7,2803.73,Credit Card,20,188.05,1.0,No,15888.938
TXN10696,CUST375,2026-06-07,40.0,Male,Mumbai,Home,1,4897.85,Credit Card,20,75.9,3.0,No,3994.1800000000007
TXN10697,CUST464,2026-04-30,32.0,Female,Pune,Fashion,9,459.88,Credit Card,5,84.88,3.0,Yes,4016.854
TXN10698,CUST282,2026-03-29,50.0,Male,Delhi,Electronics,1,1491.2,Wallet,10,105.17,1.0,No,1447.2500000000002
TXN10699,CUST267,2026-03-08,38.0,Female,Mumbai,Electronics,5,1290.69,UPI,10,121.1,4.0,Yes,5929.205000000001
TXN10700,CUST191,2026-03-16,56.0,Female,Bangalore,Beauty,7,1317.89,COD,0,165.57,2.0,Yes,9390.8
TXN10701,CUST302,2026-02-14,40.0,Male,Delhi,Fashion,8,1955.66,COD,10,54.26,5.0,No,14135.012
TXN10702,CUST446,2026-01-04,44.0,Female,Bangalore,Home,2,4108.74,Wallet,20,176.91,3.0,No,6750.894
TXN10703,CUST119,2026-06-03,62.0,Male,Delhi,Fashion,4,4573.01,COD,5,156.36,3.0,Yes,17533.798
TXN10704,CUST139,2026-06-04,61.0,Male,Mumbai,Electronics,2,1090.85,COD,20,150.08,3.0,Yes,1895.44
TXN10705,CUST226,2026-06-23,35.0,Male,Hyderabad,Home,4,2760.45,COD,20,35.62,1.0,Yes,8869.060000000001
TXN10706,CUST273,2026-04-17,41.0,Female,Hyderabad,Beauty,6,3220.8,UPI,10,23.9,5.0,Yes,17416.220000000005
TXN10707,CUST241,2026-02-20,68.0,Male,Mumbai,Beauty,6,2656.95,COD,5,126.92,5.0,Yes,15271.534999999998
TXN10708,CUST342,2026-02-19,64.0,Male,Pune,Beauty,2,2226.97,UPI,5,175.36,4.0,Yes,4406.602999999999
TXN10709,CUST320,2026-01-06,57.0,Male,Hyderabad,Electronics,4,1040.68,COD,20,125.2,2.0,No,3455.376
TXN10710,CUST226,2026-02-28,68.0,Female,Pune,Home,4,2492.27,COD,0,58.38,4.0,Yes,10027.46
TXN10711,CUST158,2026-05-05,59.0,Male,Delhi,Home,1,2065.95,UPI,10,36.29,4.0,Yes,1895.645
TXN10712,CUST248,2026-05-23,24.0,Female,Pune,Electronics,2,3998.26,Wallet,0,145.93,5.0,Yes,8142.450000000001
TXN10713,CUST417,2026-01-30,67.0,Female,Hyderabad,Home,3,3841.66,COD,20,149.92,2.0,No,9369.904
TXN10714,CUST483,2026-06-19,65.0,Male,Hyderabad,Electronics,5,756.59,Credit Card,10,51.06,2.0,Yes,3455.715
TXN10715,CUST461,2026-05-02,37.0,Female,Mumbai,Fashion,8,533.74,Credit Card,0,25.07,2.0,Yes,4294.99
TXN10716,CUST101,2026-05-05,44.0,Female,Bangalore,Electronics,6,4549.95,Wallet,0,93.49,1.0,Yes,27393.19
TXN10717,CUST487,2026-02-06,23.0,Male,Mumbai,Beauty,3,2723.99,Credit Card,0,124.89,2.0,No,8296.859999999999
TXN10718,CUST448,2026-06-19,44.0,Male,Delhi,Electronics,6,4303.22,UPI,10,147.08,5.0,Yes,23384.468
TXN10719,CUST290,2026-05-04,26.0,Male,Pune,Electronics,7,384.94,COD,0,165.79,1.0,No,2860.37
TXN10720,CUST291,2026-04-11,62.0,Female,Bangalore,Electronics,6,2679.93,COD,5,129.9,3.0,No,15405.500999999997
TXN10721,CUST469,2026-02-04,48.0,Male,Hyderabad,Fashion,6,2743.19,COD,20,39.96,3.0,Yes,13207.272
TXN10722,CUST412,2026-03-28,38.0,Female,Hyderabad,Electronics,1,4317.44,COD,10,142.86,4.0,Yes,4028.556
TXN10723,CUST217,2026-05-14,43.0,Female,Bangalore,Electronics,3,578.29,Credit Card,5,197.15,2.0,Yes,1845.2765
TXN10724,CUST234,2026-01-18,43.0,Female,Bangalore,Electronics,7,1278.18,Credit Card,0,183.01,3.0,Yes,9130.27
TXN10725,CUST158,2026-04-23,65.0,Female,Mumbai,Beauty,4,2092.04,Credit Card,20,176.9,2.0,No,6871.428
TXN10726,CUST144,2026-01-29,62.0,Female,Hyderabad,Fashion,4,4342.62,UPI,0,74.39,4.0,Yes,17444.87
TXN10727,CUST273,2026-03-18,30.0,Male,Hyderabad,Electronics,7,4700.53,Credit Card,5,155.14,5.0,Yes,31413.664499999995
TXN10728,CUST260,2026-02-28,66.0,Male,Delhi,Home,9,4964.35,Credit Card,0,173.2,5.0,Yes,44852.35
TXN10729,CUST273,2026-06-24,40.0,Female,Delhi,Home,2,4800.05,COD,10,142.1,4.0,Yes,8782.19
TXN10730,CUST417,2026-05-06,37.0,Female,Bangalore,Home,9,129.11,Credit Card,5,65.1,3.0,Yes,1168.9905
TXN10731,CUST403,2026-05-25,54.0,Male,Bangalore,Electronics,3,333.77,Wallet,10,191.69,1.0,No,1092.869
TXN10732,CUST249,2026-04-19,45.0,Male,Pune,Electronics,6,823.27,Wallet,20,101.15,3.0,Yes,4052.846
TXN10733,CUST180,2026-01-22,34.0,Female,Hyderabad,Home,4,1809.42,COD,10,43.37,3.0,No,6557.282
TXN10734,CUST474,2026-03-09,45.0,Female,Hyderabad,Beauty,1,4166.6,Credit Card,10,39.76,3.0,Yes,3789.7000000000007
TXN10735,CUST313,2026-03-10,58.0,Male,Bangalore,Beauty,9,4474.02,Wallet,0,136.55,1.0,Yes,40402.73000000001
TXN10736,CUST303,2026-06-14,19.0,Male,Pune,Electronics,6,1015.49,Wallet,0,98.79,2.0,Yes,6191.7300000000005
TXN10737,CUST352,2026-02-18,42.0,Female,Hyderabad,Home,8,3136.35,UPI,5,37.01,4.0,No,23873.27
TXN10738,CUST329,2026-05-21,67.0,Male,Hyderabad,Beauty,2,4595.07,COD,20,153.27,4.0,Yes,7505.382
TXN10739,CUST264,2026-06-11,58.0,Male,Delhi,Electronics,7,2372.29,Wallet,5,163.88,1.0,Yes,15939.608499999997
TXN10740,CUST327,2026-04-19,23.0,Female,Pune,Home,6,607.36,Wallet,20,150.57,3.0,No,3065.898
TXN10741,CUST247,2026-03-27,28.0,Female,Hyderabad,Fashion,2,2343.29,COD,20,56.41,3.0,Yes,3805.674
TXN10742,CUST120,2026-02-22,55.0,Female,Pune,Home,2,1941.4,Credit Card,10,144.16,4.0,Yes,3638.68
TXN10743,CUST147,2026-05-03,23.0,Male,Bangalore,Home,4,2930.52,COD,0,21.93,5.0,Yes,11744.01
TXN10744,CUST333,2026-03-28,43.0,Female,Mumbai,Electronics,4,2249.43,UPI,20,74.92,5.0,No,7273.096
TXN10745,CUST405,2026-06-28,28.0,Male,Delhi,Electronics,3,185.0,UPI,0,91.79,4.0,Yes,646.79
TXN10746,CUST114,2026-05-11,31.0,Female,Bangalore,Fashion,8,4970.59,UPI,20,170.34,3.0,No,31982.116
TXN10747,CUST243,2026-02-11,19.0,Female,Bangalore,Fashion,7,2763.35,Wallet,0,90.27,3.0,Yes,19433.72
TXN10748,CUST101,2026-04-08,57.0,Male,Hyderabad,Home,2,2420.79,Credit Card,5,22.03,3.0,Yes,4621.530999999999
TXN10749,CUST473,2026-06-09,20.0,Male,Pune,Beauty,3,4777.63,UPI,0,83.42,3.0,Yes,14416.31
TXN10750,CUST154,2026-04-19,52.0,Female,Delhi,Fashion,9,863.72,COD,10,109.81,5.0,Yes,7105.942000000001
TXN10751,CUST474,2026-02-20,50.0,Female,Bangalore,Home,5,1027.26,UPI,20,190.82,3.0,No,4299.86
TXN10752,CUST359,2026-03-26,41.0,Male,Hyderabad,Electronics,2,4059.27,Wallet,10,189.39,1.0,Yes,7496.076
TXN10753,CUST244,2026-06-23,36.0,Female,Delhi,Electronics,3,1378.07,UPI,20,52.56,2.0,No,3359.9280000000003
TXN10754,CUST112,2026-05-07,35.0,Male,Pune,Beauty,8,4016.21,Credit Card,10,53.33,3.0,Yes,28970.042
TXN10755,CUST430,2026-01-21,66.0,Male,Bangalore,Home,4,1430.51,UPI,20,49.41,1.0,No,4627.042
TXN10756,CUST324,2026-02-13,69.0,Female,Hyderabad,Electronics,2,262.62,Credit Card,0,162.01,2.0,Yes,687.25
TXN10757,CUST372,2026-05-19,41.0,Male,Bangalore,Electronics,2,2633.37,Credit Card,20,21.08,5.0,No,4234.472
TXN10758,CUST458,2026-04-13,62.0,Male,Bangalore,Electronics,6,1063.76,COD,10,42.89,2.0,No,5787.194
TXN10759,CUST256,2026-03-09,52.0,Male,Delhi,Home,8,3813.45,Credit Card,10,116.83,2.0,Yes,27573.67
TXN10760,CUST473,2026-05-09,18.0,Female,Delhi,Fashion,7,3241.88,Wallet,20,64.56,4.0,No,18219.088000000003
TXN10761,CUST108,2026-04-02,53.0,Male,Delhi,Electronics,4,4625.65,Wallet,20,36.62,2.0,Yes,14838.7
TXN10762,CUST222,2026-01-24,42.0,Female,Delhi,Electronics,2,3936.64,Credit Card,5,84.78,4.0,No,7564.395999999999
TXN10763,CUST448,2026-05-05,62.0,Female,Hyderabad,Fashion,9,985.8,Credit Card,5,69.36,2.0,Yes,8497.949999999999
TXN10764,CUST264,2026-05-21,66.0,Female,Mumbai,Beauty,4,4020.78,UPI,0,112.0,4.0,Yes,16195.12
TXN10765,CUST190,2026-04-21,60.0,Male,Hyderabad,Home,9,3244.51,UPI,0,196.26,5.0,Yes,29396.85
TXN10766,CUST236,2026-04-08,51.0,Male,Bangalore,Home,5,3377.86,COD,0,42.37,5.0,No,16931.67
TXN10767,CUST286,2026-05-19,42.0,Female,Hyderabad,Electronics,7,4178.09,UPI,0,87.09,2.0,No,29333.72
TXN10768,CUST416,2026-06-28,33.0,Female,Pune,Electronics,5,2911.74,Wallet,0,187.76,3.0,No,14746.46
TXN10769,CUST278,2026-01-17,51.0,Male,Hyderabad,Beauty,2,2383.42,UPI,20,177.84,5.0,Yes,3991.312
TXN10770,CUST128,2026-04-09,46.0,Female,Delhi,Electronics,6,3219.54,COD,5,90.97,1.0,Yes,18442.348
TXN10771,CUST320,2026-03-23,36.0,Female,Pune,Electronics,7,1559.99,COD,20,145.81,1.0,Yes,8881.754
TXN10772,CUST457,2026-04-14,40.0,Male,Hyderabad,Electronics,6,994.73,Credit Card,5,35.81,4.0,Yes,5705.771000000001
TXN10773,CUST141,2026-06-01,36.0,Female,Pune,Beauty,3,3121.28,COD,5,148.26,3.0,Yes,9043.908
TXN10774,CUST328,2026-01-19,42.0,Male,Bangalore,Electronics,8,1245.86,Credit Card,10,195.11,3.0,No,9165.302
TXN10775,CUST292,2026-06-14,33.0,Male,Delhi,Home,3,491.58,Wallet,10,116.75,4.0,Yes,1444.016
TXN10776,CUST245,2026-03-26,68.0,Female,Pune,Fashion,5,102.72,Wallet,5,109.73,2.0,Yes,597.65
TXN10777,CUST301,2026-01-08,43.0,Male,Bangalore,Home,9,3080.77,UPI,20,53.72,5.0,No,22235.264000000003
TXN10778,CUST312,2026-01-28,18.0,Male,Delhi,Home,5,1874.53,COD,5,134.08,3.0,No,9038.0975
TXN10779,CUST320,2026-01-05,59.0,Male,Mumbai,Electronics,7,3786.32,Wallet,0,126.28,4.0,Yes,26630.52
TXN10780,CUST340,2026-05-25,36.0,Female,Bangalore,Home,7,1938.36,Credit Card,20,137.35,4.0,Yes,10992.166
TXN10781,CUST497,2026-04-11,50.0,Female,Hyderabad,Beauty,5,2481.42,COD,20,24.69,1.0,No,9950.37
TXN10782,CUST146,2026-06-13,51.0,Female,Delhi,Home,2,2094.72,COD,5,118.77,2.0,No,4098.737999999999
TXN10783,CUST135,2026-04-28,33.0,Male,Pune,Beauty,5,3287.82,Credit Card,0,127.09,4.0,Yes,16566.190000000002
TXN10784,CUST353,2026-05-27,61.0,Male,Hyderabad,Electronics,7,1845.08,COD,5,57.36,1.0,Yes,12327.142
TXN10785,CUST490,2026-03-05,57.0,Female,Pune,Electronics,7,4822.46,COD,0,57.5,3.0,Yes,33814.72
TXN10786,CUST182,2026-04-01,35.0,Female,Hyderabad,Beauty,4,4687.12,Wallet,20,69.72,4.0,No,15068.504
TXN10787,CUST471,2026-04-27,51.0,Male,Hyderabad,Home,1,4255.34,Credit Card,5,148.11,3.0,No,4190.683
TXN10788,CUST356,2026-04-08,42.0,Female,Pune,Electronics,6,4609.47,Wallet,0,129.13,3.0,Yes,27785.95
TXN10789,CUST297,2026-01-11,62.0,Female,Hyderabad,Electronics,3,2300.78,Credit Card,10,172.24,1.0,Yes,6384.3460000000005
TXN10790,CUST403,2026-02-23,23.0,Female,Delhi,Beauty,5,2728.51,UPI,20,73.22,3.0,Yes,10987.26
TXN10791,CUST110,2026-06-22,38.0,Female,Bangalore,Beauty,4,3736.25,COD,20,184.17,2.0,No,12140.17
TXN10792,CUST412,2026-02-16,43.0,Female,Hyderabad,Fashion,2,3511.12,COD,10,153.87,5.0,Yes,6473.886
TXN10793,CUST386,2026-05-20,49.0,Male,Hyderabad,Fashion,7,4464.33,Wallet,0,91.1,3.0,Yes,31341.41
TXN10794,CUST342,2026-05-29,58.0,Female,Hyderabad,Electronics,5,3610.02,COD,20,37.15,3.0,No,14477.23
TXN10795,CUST351,2026-05-19,65.0,Female,Hyderabad,Fashion,7,4989.64,COD,0,66.26,4.0,Yes,34993.740000000005
TXN10796,CUST465,2026-01-05,60.0,Male,Mumbai,Home,9,1807.68,Wallet,10,192.22,1.0,Yes,14834.428
TXN10797,CUST105,2026-01-20,56.0,Male,Hyderabad,Electronics,4,4181.69,Wallet,5,75.87,4.0,Yes,15966.291999999998
TXN10798,CUST219,2026-06-18,48.0,Male,Delhi,Electronics,5,3518.41,Credit Card,20,79.38,5.0,Yes,14153.02
TXN10799,CUST389,2026-02-15,59.0,Male,Delhi,Electronics,9,3487.79,UPI,20,54.13,4.0,No,25166.218000000004
TXN10800,CUST474,2026-01-12,27.0,Female,Delhi,Fashion,4,1696.59,Wallet,0,165.23,4.0,Yes,6951.589999999999
TXN10801,CUST165,2026-03-11,47.0,Female,Delhi,Beauty,5,3949.45,Credit Card,20,69.62,1.0,Yes,15867.420000000002
TXN10802,CUST246,2026-01-17,69.0,Female,Delhi,Electronics,5,4511.84,Wallet,5,79.45,5.0,No,21510.69
TXN10803,CUST324,2026-04-25,35.0,Female,Pune,Fashion,8,1170.89,Credit Card,10,94.58,3.0,Yes,8524.988000000001
TXN10804,CUST339,2026-05-27,41.0,Male,Hyderabad,Home,4,3164.93,UPI,20,98.07,1.0,No,10225.846
TXN10805,CUST277,2026-06-03,69.0,Male,Hyderabad,Electronics,4,2021.46,Credit Card,10,94.04,5.0,Yes,7371.296
TXN10806,CUST367,2026-02-17,26.0,Female,Pune,Electronics,7,4948.79,Credit Card,0,110.67,5.0,No,34752.2
TXN10807,CUST441,2026-04-18,48.0,Female,Hyderabad,Beauty,5,2446.28,COD,5,166.61,4.0,No,11786.440000000002
TXN10808,CUST382,2026-02-21,32.0,Female,Mumbai,Electronics,6,1218.77,Wallet,20,167.47,2.0,No,6017.566000000001
TXN10809,CUST163,2026-04-06,21.0,Female,Bangalore,Beauty,6,1971.1,Credit Card,10,163.7,2.0,Yes,10807.64
TXN10810,CUST317,2026-03-11,57.0,Male,Hyderabad,Fashion,6,3303.81,Wallet,5,38.2,3.0,Yes,18869.917
TXN10811,CUST442,2026-04-12,26.0,Female,Mumbai,Home,5,472.84,Credit Card,10,163.94,4.0,No,2291.72
TXN10812,CUST415,2026-03-16,62.0,Male,Pune,Home,5,3057.65,COD,0,41.65,2.0,Yes,15329.9
TXN10813,CUST383,2026-06-10,26.0,Male,Bangalore,Electronics,9,4663.0,COD,5,42.45,1.0,No,39911.1
TXN10814,CUST277,2026-05-31,43.0,Male,Mumbai,Electronics,8,4266.78,UPI,5,190.62,3.0,Yes,32618.147999999997
TXN10815,CUST198,2026-05-23,21.0,Male,Hyderabad,Fashion,4,431.6,Credit Card,0,167.49,4.0,Yes,1893.89
TXN10816,CUST205,2026-06-04,34.0,Female,Bangalore,Beauty,7,4967.61,COD,0,119.43,3.0,Yes,34892.7
TXN10817,CUST199,2026-06-28,33.0,Female,Hyderabad,Home,8,3523.76,Wallet,20,177.49,1.0,No,22729.554000000004
TXN10818,CUST485,2026-03-23,32.0,Female,Mumbai,Beauty,9,895.18,Credit Card,0,198.09,2.0,Yes,8254.71
TXN10819,CUST411,2026-04-02,52.0,Female,Pune,Fashion,5,160.84,Credit Card,0,129.92,2.0,Yes,934.12
TXN10820,CUST106,2026-06-28,69.0,Male,Hyderabad,Home,3,939.28,UPI,10,130.32,2.0,Yes,2666.376
TXN10821,CUST297,2026-06-24,22.0,Male,Bangalore,Home,4,4207.06,Wallet,5,155.8,2.0,No,16142.628
TXN10822,CUST451,2026-01-04,22.0,Male,Mumbai,Electronics,6,206.03,UPI,10,61.79,5.0,Yes,1174.352
TXN10823,CUST233,2026-05-15,37.0,Female,Hyderabad,Fashion,5,1242.42,Credit Card,0,50.08,3.0,No,6262.18
TXN10824,CUST458,2026-04-19,32.0,Male,Pune,Fashion,9,3810.8,UPI,20,156.72,3.0,No,27594.480000000007
TXN10825,CUST359,2026-06-12,35.0,Male,Hyderabad,Electronics,3,2971.94,Credit Card,10,82.08,3.0,Yes,8106.318
